Solid_Volume_Fraction,Average_Pore_Size,Pore_Size_Std,Average_Sphere_Radius,Sphere_Radius_Std,Particle_Radius,Particle_Rate,Atom_Atom_CohesiveEnergy,Atom_Wall_CohesiveEnergy,Thickness,nu,Fluid_Velocity,Umedian,Umean,Skew,Kurt,Mean_Min_Dist10,Mean_Min_Dist25,Mean_Min_Dist33,Mean_Min_Dist50,Mean_Min_Dist66,Mean_Min_Dist75,Mean_Min_Dist100,Names,EndTime,Clogged,Particle_Volume,Particle_Mass,particle_diameter_BY_pore_size,particle_diameter_BY_Thickness,particle_diameter_BY_sphere_diameter,pore_size_BY_sphere_diameter,thickness_BY_pore_size,U_scaled,AAND,AWND,Throat_Flux,log(nu),Volume_Fraction,Umedian_BY_Umean,ResTime,U,pore_size_std_BY_pore_size,sphere_size_std_BY_pore_size,D10,D25,D33,D50,D66,D75,D100,Clogging_Number
0.477248417,0.005182089,0.001137249,0.007654266,0.006317022,0.0025,2000,0,0,0.0125,1.00E-05,0.01,0.001025025,0.028411597,5.262383461,30.95783992,0.005354363,0.005690622,0.0058671,0.006258233,0.00671743,0.007079875,0.012256537,C2000D0.5d.5T1.25Case,3,1,6.54E-08,0.000196349,0.964861854,0.4,0.32661525,0.338509858,2.412154635,2.52E-06,0,0,3825.909026,-5,0.522751583,0.036077697,1.8,133.8807569,0.992057896,5.144960133,0.787909524,1.626647619,2.62962381,7.390504762,14.40591905,19.3973619,52.2680619,1.022149514
0.376868898,0.010339723,0.002335244,0.008581805,0.006748509,0.005,1000,0,0,0.025,1.00E-05,0.01,0.002112363,0.0288711,3.919922352,17.66863321,0.010715472,0.011371782,0.01172821,0.012532381,0.01348789,0.014205199,0.024084612,T2.5D1d1Case,5,1,5.24E-07,0.001570795,0.967143897,0.4,0.582628014,0.602421227,2.417859743,6.03E-06,0,0,1604.798728,-5,0.623131102,0.073165311,1,9.649558899,0.277827591,0.654198214,1.0608256,2.203524,2.7073284,3.7214432,4.731302,5.3945572,10.0183572,3.431251485
0.576619878,0.003246442,0.001285576,0.007856183,0.006333405,0.00096,9500,0,0,0.0031,1.00E-06,0,0.001540522,0.04008666,4.474687099,20.98525352,0.002035662,0.002177928,0.002248705,0.002407102,0.002596068,0.002745083,0.005338163,nu1e-6C9500U0dRatio0.62Case,2.17,1,3.71E-09,1.11E-05,0.591416696,0.619354839,0.122196746,0.206617005,0.95489154,0,0,0,22438.46488,-6,0.423380122,0.038429792,0.66,57.01876259,0.37619231,2.436474826,0.449549333,0.644292,0.755958667,1.056449333,1.552506667,2.072,8.754045333,0.018423533
0.46639502,0.006967783,0.002828485,0.010033158,0.006884129,0.00214,2000,0,0,0.0066,1.00E-05,0.25,0.001752476,0.03147091,5.00889492,27.66965503,0.004546371,0.004854128,0.00501257,0.005366616,0.005773318,0.006082702,0.010088415,stdR0.75D0.66R1dRatio0.65Case,3.4,1,4.11E-08,0.000123155,0.614255639,0.648484848,0.213292764,0.347237779,0.94721664,4.10E-05,0,0,3748.090957,-5,0.53360498,0.055685584,0.861,29.12607786,0.253920176,1.249465051,0.078492,0.156512571,0.206136571,0.333767429,0.482594857,0.587629143,1.697788,0.026543292
0.533070104,0.004142147,0.000943054,0.008592893,0.006741528,0.0011,12000,0,50000,0.004,1.00E-05,0.3,0.002655736,0.06395099,3.272197247,10.77721591,0.0023581,0.002500951,0.002578466,0.002759444,0.002989671,0.003185439,0.006397419,awE50000C12000D0.4dRatio0.55Case,1.64,1,5.58E-09,1.67E-05,0.531125525,0.55,0.128012766,0.241021679,0.965682773,6.20E-06,0,1159.554731,25699.78942,-5,0.466929896,0.041527676,0.0724,1.274409888,0.287467619,0.846730546,0.092576518,0.191138866,0.250591498,0.392863563,0.553177733,0.665853846,1.803312955,0.039247035
0.564020022,0.002660207,0.001157669,0.008335347,0.006310623,0.00125,5000,0,0,0.0025,1.00E-05,0.01,0.002444632,0.031199085,5.148364544,28.52469196,0.002634672,0.002811752,0.002917096,0.003139033,0.003388812,0.00357976,0.006459587,C5000D0.25d.25Case,2.57,1,8.18E-09,2.45E-05,0.939776491,1,0.149963763,0.159573861,0.939776491,8.19E-07,0,0,11468.41656,-5,0.435979978,0.078355888,0.1,3.8224707,0.323447532,2.325046089,0.908708537,4.606103659,6.912236585,11.09855244,14.95741341,17.25993902,32.22117561,7.444898275
0.376868898,0.010339723,0.002335244,0.008581805,0.006748509,0.005,1000,0,0,0.02,1.00E-05,0.01,0.00255434,0.030955818,4.038840294,19.47497058,0.010741221,0.011411563,0.011744588,0.012567683,0.013562132,0.014330422,0.024233347,T2D1d1Case,5,1,5.24E-07,0.001570795,0.967143897,0.5,0.582628014,0.602421227,1.934287795,6.03E-06,0,0,1604.798728,-5,0.623131102,0.082515668,1.745,35.22487135,0.421938867,1.596836976,0.135620093,0.280293925,0.355686449,0.518821963,0.708006542,0.849326168,2.52418972,0.024430644
0.666019722,0.001149445,0.001036552,0.008159012,0.006387558,0.00062,1000,0,0,0.001,1.00E-05,0.01,0.000296793,0.017402433,7.283925056,57.40964144,0.00132441,0.001413577,0.001460924,0.001559065,0.001673364,0.001760524,0.003863589,R0.5D0.1d.125Case,5,1,9.98E-10,2.99E-06,1.078781499,1.24,0.075989593,0.070440208,0.86998508,3.60E-06,0,0,2994.188777,-5,0.333980278,0.017054684,1.575,69.73518204,0.579249432,2.338345619,0.548319626,0.718928037,0.816809346,1.088288785,1.479639252,1.846450467,7.541004673,0.002552796
0.604831527,0.00710957,0.003122409,0.012892245,0.01163852,0.00214,2000,0,0,0.0066,1.00E-05,0.25,0.001253922,0.02300735,5.754468918,36.6325723,0.004545507,0.004854058,0.005018751,0.005381338,0.005779691,0.006085529,0.009754901,stdR1.75D0.66R0.75dRatio0.65Case,3.42,1,4.11E-08,0.000123155,0.602005466,0.648484848,0.165991261,0.275730488,0.928326186,2.97E-05,0,0,5061.132496,-5,0.395168473,0.054500931,9,277.226576,0.39599537,1.950875759,17.71353538,26.48313231,29.6004,35.19692,40.82914923,44.62536,71.73009231,30.31963749
0.576619878,0.003246442,0.001285576,0.007856183,0.006333405,0.00096,9500,0,0,0.0031,1.00E-08,0,0.002155278,0.039948646,4.499854088,21.21650166,0.002036941,0.002183144,0.002255753,0.002416661,0.002607239,0.002756773,0.005304421,nu1e-8C9500U0dRatio0.62Case,2.14,1,3.71E-09,1.11E-05,0.591416696,0.619354839,0.122196746,0.206617005,0.95489154,0,0,0,22438.46488,-8,0.423380122,0.053951215,0.1,7.473154561,1.780643483,6.148258419,11.39733125,29.10659375,37.91129375,55.9767125,73.0307,83.7481375,153.7746375,30.88429192
0.621722944,0.00106842,0.000649468,0.007504136,0.006019349,0.00062,1000,0,0,0.001,1.00E-05,0.01,0.000296793,0.017402433,7.283925056,57.40964144,0.001319771,0.001410319,0.001458958,0.00156131,0.001674004,0.00175914,0.004007137,R0.1D0.1d.125Case,5,1,9.98E-10,2.99E-06,1.160592276,1.24,0.082621104,0.071188742,0.935961513,4.39E-06,0,0,2643.565038,-5,0.378277056,0.017054684,2.11,37.3131154,0.146389501,0.486730188,2.271009091,3.23972303,3.666391515,4.531090909,5.449134545,6.083786667,10.91433697,4.118672206
0.577586811,0.007097258,0.002994609,0.012850478,0.011333164,0.00214,2000,0,0,0.0066,1.00E-05,0.25,0.00147324,0.031286497,5.06017065,28.70314699,0.004570227,0.004879829,0.005041169,0.005390279,0.005795134,0.006097558,0.009681766,stdR1.75D0.66R0.5dRatio0.65Case,3.49,1,4.11E-08,0.000123155,0.603049798,0.648484848,0.16653077,0.276147627,0.929936604,3.18E-05,0,0,4734.700649,-5,0.422413189,0.047088685,4.5,185.3767412,0.309468756,2.532637635,4.166730435,15.82643913,22.63623043,35.76049565,47.48718696,54.72463043,102.9079348,23.15804669
0.354043232,0.010363168,0.002879174,0.008152734,0.006779566,0.0035,1000,0,0,0.01,1.00E-05,0.5,0.000774998,0.011223227,8.027326584,73.3543748,0.007444271,0.007930279,0.008202331,0.008819834,0.009488338,0.009987807,0.015337877,U0.5D1d.7Case,4.06,1,1.80E-07,0.000538783,0.675469123,0.7,0.429303838,0.635563972,0.96495589,0.000218162,0,0,1548.091218,-5,0.645956768,0.069053045,0.0818,1.868438744,0.380660388,1.529467708,0.539353333,0.717248485,0.817515758,1.056077576,1.383266061,1.664964242,5.836826667,0.002905377
0.576619878,0.003246442,0.001285576,0.007856183,0.006333405,0.00096,9500,0,0,0.0031,0.0001,0,0.001647566,0.03829846,4.633359909,22.48667918,0.002035891,0.002185306,0.002257471,0.002419386,0.002609,0.002759715,0.005284828,nu1e-4C9500U0dRatio0.62Case,2.06,1,3.71E-09,1.11E-05,0.591416696,0.619354839,0.122196746,0.206617005,0.95489154,0,0,0,22438.46488,-4,0.423380122,0.043019119,1.53,185.3767412,0.309468756,2.532637635,0.149712903,0.355397849,0.452710753,0.660810753,0.913887097,1.12361828,4.643056989,0.030849781
0.678587362,0.001338123,0.00238272,0.011168126,0.008227126,0.00062,1000,0,0,0.001,1.00E-05,0.01,0.000296793,0.017402433,7.283925056,57.40964144,0.001324177,0.001415105,0.001462701,0.001562629,0.001673237,0.001756535,0.003883486,R1D0.1d.125Case,5,1,9.98E-10,2.99E-06,0.926671166,1.24,0.055515133,0.059908126,0.747315456,2.98E-06,0,0,3111.265339,-5,0.321412638,0.017054684,1.818,41.58441039,0.186270436,0.956031694,0.103298678,0.213164758,0.277886344,0.428686784,0.596759031,0.719532159,2.071494273,0.037314217
0.592862254,0.007192709,0.003739766,0.011843188,0.010109597,0.00214,2000,0,0,0.0066,1.00E-05,0.25,0.001783498,0.040111996,8.149497986,105.0312619,0.004579169,0.004882248,0.00504208,0.0053953,0.005820234,0.006143992,0.010630639,stdR1.25D0.66R1dRatio0.65Case,3.4,1,4.11E-08,0.000123155,0.595047012,0.648484848,0.18069459,0.303664393,0.91759586,3.03E-05,0,0,4912.34237,-5,0.407137746,0.044462958,1.224,92.40885868,0.39599537,1.950875759,0.3166575,0.50823125,0.621425,0.9450575,1.5032225,2.03647875,7.05063,0.157551247
0.477248417,0.005182089,0.001137249,0.007654266,0.006317022,0.0025,2000,0,0,0.01,1.00E-05,0.01,0.002245724,0.03295549,4.811244488,26.08718951,0.005403016,0.005724722,0.005899331,0.006303263,0.006789169,0.007184148,0.012759149,C2000D0.5d.5T1.0Case,2.87,1,6.54E-08,0.000196349,0.964861854,0.5,0.32661525,0.338509858,1.929723708,2.52E-06,0,0,3825.909026,-5,0.522751583,0.068144154,1.8,133.8807569,0.992057896,5.144960133,3.439691111,5.310962222,6.539677778,9.48424,12.41481111,14.21371111,25.32644222,6.009272621
0.533070104,0.004142147,0.000943054,0.008592893,0.006741528,0.0011,12000,0,10000,0.004,1.00E-05,0.3,0.003887023,0.06956677,3.134229183,9.95253206,0.002364547,0.002508724,0.0025866,0.002774049,0.003016133,0.003224748,0.006507557,awE10000C12000D0.4dRatio0.55Case,1.65,1,5.58E-09,1.67E-05,0.531125525,0.55,0.128012766,0.241021679,0.965682773,6.20E-06,0,231.9109462,25699.78942,-5,0.466929896,0.055874709,1.392,47.91598985,0.26528017,1.971133172,0.730897321,1.008723214,1.185530357,1.668983036,2.486424107,3.299271429,10.76576786,0.008210599
0.510392146,0.005254886,0.002417453,0.008697051,0.006816888,0.0025,1000,0,0,0.005,1.00E-05,0.01,0.000798221,0.013446984,7.506911755,63.16359589,0.005316886,0.005666996,0.005873732,0.00630544,0.006807471,0.007183835,0.012463544,R0.5D0.5d.5Case,4.37,1,6.54E-08,0.000196349,0.951495427,1,0.287453759,0.302107347,0.951495427,4.66E-06,0,0,2042.450896,-5,0.489607854,0.059360597,2.5,116.6914519,0.548771426,2.832549167,0.753362857,1.103347143,1.34339,2.223521429,4.456267143,6.400444286,19.02193143,0.018803786
0.533070104,0.004142147,0.000943054,0.008592893,0.006741528,0.0015,3000,0,1000,0.004,1.00E-05,0.3,0.001906234,0.02908388,5.325181484,30.76254128,0.003180888,0.003399568,0.00352399,0.003785701,0.004080226,0.004305274,0.007863431,awE1000C3000D0.4dRatio0.75Case,3.17,1,1.41E-08,4.24E-05,0.72426208,0.75,0.174562863,0.241021679,0.965682773,3.38E-05,0,17.00680272,6424.947354,-5,0.466929896,0.06554263,0.1,1.929723708,0.219457636,1.219010712,7.834964,10.2442232,11.288396,13.324216,15.5073312,17.0485824,27.3806,11.56185393
0.579460874,0.007293911,0.004045071,0.013165353,0.011353493,0.00198,2000,0,0,0.0066,1.00E-05,0.25,0.001434881,0.024373714,5.921566963,39.81574485,0.004254938,0.004533774,0.004675983,0.004997706,0.00536643,0.005645656,0.009512517,stdR1.75D0.66R0.25dRatio0.6Case,3.54,1,3.25E-08,9.75E-05,0.542918607,0.6,0.150394752,0.2770116,0.904864345,2.85E-05,0,0,4755.800058,-5,0.420539126,0.058870019,6,542.2562197,0.670460954,5.581248057,0.988775,1.846495,2.8381025,10.080965,18.4193325,23.388335,51.5115725,1.281509237
0.533070104,0.004142147,0.000943054,0.008592893,0.006741528,0.0015,3000,0,5000,0.004,1.00E-05,0.3,0.001440233,0.02820934,5.304512024,30.33411323,0.003177805,0.003400282,0.003526139,0.00378807,0.004088786,0.00431868,0.007679956,awE5000C3000D0.4dRatio0.75Case,3.14,1,1.41E-08,4.24E-05,0.72426208,0.75,0.174562863,0.241021679,0.965682773,3.38E-05,0,85.03401361,6424.947354,-5,0.466929896,0.051055182,1.8,133.8807569,0.992057896,5.144960133,6.431141026,8.812297436,10.16381538,13.88125128,19.00970769,22.59544615,44.07331538,0.024849215
0.533070104,0.004142147,0.000943054,0.008592893,0.006741528,0.0015,3000,0,500000,0.004,1.00E-05,0.3,0.000694828,0.0216307,6.20454216,42.82274159,0.003192856,0.003406248,0.003527441,0.003789293,0.004085732,0.004312549,0.007091412,awE500000C3000D0.4dRatio0.75Case,3.03,1,1.41E-08,4.24E-05,0.72426208,0.75,0.174562863,0.241021679,0.965682773,3.38E-05,0,8503.401361,6424.947354,-5,0.466929896,0.032122308,0.1,8.699850798,0.901784774,5.557080156,0.930966667,4.109578788,6.827954545,12.8197303,18.75977273,22.56903636,47.83710303,5.811963501
0.426297515,0.006890322,0.002132248,0.008316982,0.006024413,0.00214,2000,0,0,0.0066,1.00E-05,0.25,0.001246107,0.028331565,5.31392622,31.28245541,0.004560266,0.004882681,0.005050154,0.005411665,0.005832848,0.006160805,0.010918476,stdR0.75D0.66R0.75dRatio0.65Case,3.37,1,4.11E-08,0.000123155,0.621161101,0.648484848,0.257304873,0.41423211,0.957865249,4.45E-05,0,0,3486.127483,-5,0.573702485,0.043982992,2.5,24.12389725,0.277827591,0.654198214,0.9511328,2.023626,2.5710924,3.6027548,4.6320416,5.2926108,10.1943712,3.31826646
0.510392146,0.005254886,0.002417453,0.008697051,0.006816888,0.0025,1000,0,0,0.005,1.00E-05,0.01,0.001291954,0.013473113,8.030960083,75.44886639,0.005313596,0.005679307,0.00587767,0.006322157,0.00681467,0.007188099,0.012401293,C1000D0.5d.5Case,4.42,1,6.54E-08,0.000196349,0.951495427,1,0.287453759,0.302107347,0.951495427,4.66E-06,0,0,2042.450896,-5,0.489607854,0.095891276,1.5,42.35121524,0.962750412,2.803996035,0.412262195,0.791410976,1.083226829,2.361991463,4.842204878,6.711028049,18.52179634,0.524135885
0.533070104,0.004142147,0.000943054,0.008592893,0.006741528,0.0011,12000,0,100000,0.004,1.00E-05,0.3,0.004140732,0.06817139,3.210411072,10.47673568,0.002365539,0.00251283,0.002593652,0.00278423,0.003027123,0.003236357,0.006490931,awE100000C12000D0.4dRatio0.55Case,1.63,1,5.58E-09,1.67E-05,0.531125525,0.55,0.128012766,0.241021679,0.965682773,6.20E-06,0,2319.109462,25699.78942,-5,0.466929896,0.060740026,0.0896,1.902990855,0.460039095,1.297247552,0.0879596,0.1837052,0.2412508,0.3824264,0.5424744,0.6586996,1.8564544,0.035759017
0.390002639,0.007709131,0.001499305,0.00792409,0.006441565,0.00247,4000,0,0,0.015,1.00E-05,0.01,0.011306203,0.086911567,2.615884304,6.989276668,0.005324214,0.005651597,0.005829815,0.006251943,0.006779143,0.007218186,0.012065655,C4000D0.75d.4950T1.50Case,2.72,1,6.31E-08,0.000189365,0.640798554,0.329333333,0.311707717,0.486436361,1.945744598,9.77E-07,0,0,6557.405418,-5,0.609997361,0.130088588,0.8532,133.8807569,0.992057896,5.144960133,0.347009091,0.615739394,0.783290909,1.318687879,2.418457576,3.581939394,15.64626061,0.183513169
0.533070104,0.004142147,0.000943054,0.008592893,0.006741528,0.0011,12000,0,5000,0.004,1.00E-05,0.3,0.006005263,0.07405655,3.030025721,9.146331573,0.002370031,0.002517376,0.002596415,0.002785053,0.00303195,0.003245561,0.006579814,awE5000C12000D0.4dRatio0.55Case,1.6,1,5.58E-09,1.67E-05,0.531125525,0.55,0.128012766,0.241021679,0.965682773,6.20E-06,0,115.9554731,25699.78942,-5,0.466929896,0.081090234,0.1,1.902990855,0.460039095,1.297247552,1.8046848,4.0347592,4.9526552,6.7565056,8.518544,9.6709176,17.6874448,5.728182818
0.533070104,0.004142147,0.000943054,0.008592893,0.006741528,0.0011,12000,0,1000,0.004,1.00E-05,0.3,0.003962263,0.07072022,3.103564501,9.656057578,0.002370296,0.002514011,0.002594272,0.002786157,0.003030282,0.003245896,0.006561992,awE1000C12000D0.4dRatio0.55Case,1.62,1,5.58E-09,1.67E-05,0.531125525,0.55,0.128012766,0.241021679,0.965682773,6.20E-06,0,23.19109462,25699.78942,-5,0.466929896,0.0560273,1.68,66.58209852,0.964191082,2.676219511,0.527474766,0.699681308,0.794361682,1.04177757,1.400062617,1.730960748,7.321185981,0.002225278
0.533070104,0.004142147,0.000943054,0.008592893,0.006741528,0.0015,3000,0,100000,0.004,1.00E-05,0.3,0.001707381,0.02838644,5.323162079,30.52581476,0.003186008,0.003405671,0.003531581,0.003800342,0.004104143,0.004333141,0.00797287,awE100000C3000D0.4dRatio0.75Case,3.17,1,1.41E-08,4.24E-05,0.72426208,0.75,0.174562863,0.241021679,0.965682773,3.38E-05,0,1700.680272,6424.947354,-5,0.466929896,0.060147768,0.5,23.33829039,0.548771426,2.832549167,2.051802,5.412654,7.240474,11.078036,14.803762,17.193236,33.950122,6.276164116
0.533070104,0.004142147,0.000943054,0.008592893,0.006741528,0.0015,3000,0,50000,0.004,1.00E-05,0.3,0.001285222,0.026854826,5.494598389,32.55366545,0.00318499,0.003408622,0.003535048,0.003803726,0.004111047,0.004345734,0.007957386,awE50000C3000D0.4dRatio0.75Case,3.14,1,1.41E-08,4.24E-05,0.72426208,0.75,0.174562863,0.241021679,0.965682773,3.38E-05,0,850.3401361,6424.947354,-5,0.466929896,0.047858139,0.633,57.01876259,0.37619231,2.436474826,0.451327586,0.635243678,0.724656322,0.94905977,1.262416092,1.536387356,6.624874713,0.003744415
0.620253589,0.007346526,0.004650733,0.01432115,0.012502986,0.00198,2000,0,0,0.0066,1.00E-05,0.25,0.001575588,0.03301359,4.941346645,26.90979438,0.004247357,0.004533883,0.004685166,0.005022802,0.005407546,0.005698986,0.009877536,stdR1.75D0.66R1dRatio0.6Case,3.47,1,3.25E-08,9.75E-05,0.539030285,0.6,0.138257053,0.256492181,0.898383808,2.56E-05,0,0,5266.672553,-5,0.379746411,0.047725437,0.07,1.932759304,0.294251201,1.184899545,0.455795187,0.670964706,0.768994652,1.012100535,1.335664706,1.609089305,5.502952406,0.015694117
0.379871161,0.006933335,0.002045707,0.00977716,0.002692986,0.00214,2000,0,0,0.0066,1.00E-05,0.25,0.001716444,0.026964992,5.290778637,30.58776214,0.004578714,0.004899371,0.005064048,0.005432663,0.005858771,0.00619382,0.011106432,stdR0.25D0.66R1dRatio0.65Case,3.34,1,4.11E-08,0.000123155,0.617307544,0.648484848,0.218877465,0.354567942,0.951922848,4.79E-05,0,0,3225.136253,-5,0.620128839,0.063654534,0.75,46.32014259,0.763722805,3.716720213,1.118070732,5.178092683,7.693290244,12.63883415,17.32487805,20.28542927,40.0777439,6.783586611
0.408548009,0.008195763,0.001642427,0.007964055,0.006607742,0.0028,1000,0,0,0.008,1.00E-05,0.5,0.001859366,0.030617017,5.149912834,29.24788744,0.006004396,0.006412123,0.006629941,0.007111338,0.00767202,0.008093376,0.013727531,U0.5D0.8d.56Case,4.35,1,9.20E-08,0.000275857,0.683279885,0.7,0.351579692,0.514547112,0.976114121,0.000202064,0,0,1690.754305,-5,0.591451991,0.060729822,3,84.70243048,0.962750412,2.803996035,2.258564179,5.627737313,7.50111194,11.36983433,15.1050194,17.52601343,33.30426716,8.659623165
0.354043232,0.010363168,0.002879174,0.008152734,0.006779566,0.0035,1000,0,0,0.01,1.00E-05,0.25,0.001680128,0.015796712,6.559482574,50.30512478,0.007516699,0.008023033,0.00829457,0.008916297,0.009601823,0.010115418,0.015354068,U0.25D1d.7Case,4,1,1.80E-07,0.000538783,0.675469123,0.7,0.429303838,0.635563972,0.96495589,0.000109081,0,0,1548.091218,-5,0.645956768,0.106359349,0.762,57.01876259,0.37619231,2.436474826,1.788024,3.423336,4.322048,6.430808,8.880804,10.63196,24.844808,4.612388367
0.576619878,0.003246442,0.001285576,0.007856183,0.006333405,0.00096,9500,0,0,0.0031,1.00E-06,0.3,0.001619616,0.04456602,4.161756992,18.06978784,0.00204702,0.002203207,0.002278806,0.002448568,0.002650376,0.002812597,0.005779859,nu1e-6C9500U0.3dRatio0.62Case,2.11,1,3.71E-09,1.11E-05,0.591416696,0.619354839,0.122196746,0.206617005,0.95489154,7.91E-06,0,0,22438.46488,-6,0.423380122,0.036341948,2.01,74.29252712,0.182379239,0.94771708,0.650586916,0.964020561,1.166857944,1.822296262,3.030482243,4.057930841,10.94258598,0.08066709
0.354043232,0.010363168,0.002879174,0.008152734,0.006779566,0.0035,1000,0,0,0.01,1.00E-05,1,0.001264048,0.013139182,7.922294617,76.79650616,0.007471443,0.007992937,0.008282131,0.008928367,0.009650952,0.010189093,0.015558409,U1D1d.7Case,4.03,1,1.80E-07,0.000538783,0.675469123,0.7,0.429303838,0.635563972,0.96495589,0.000436324,0,0,1548.091218,-5,0.645956768,0.096204467,0.1,3.8224707,0.323447532,2.325046089,0.6869304,1.4641448,2.2748128,4.8639664,7.7175832,9.5689984,21.8098304,0.374649425
0.533070104,0.004142147,0.000943054,0.008592893,0.006741528,0.0015,3000,0,10000,0.004,1.00E-05,0.3,0.001453361,0.029390099,5.253724575,29.96837336,0.003185819,0.003429215,0.003555983,0.003833988,0.004150105,0.004396422,0.008295657,awE10000C3000D0.4dRatio0.75Case,3.13,1,1.41E-08,4.24E-05,0.72426208,0.75,0.174562863,0.241021679,0.965682773,3.38E-05,0,170.0680272,6424.947354,-5,0.466929896,0.049450701,3,92.40885868,0.39599537,1.950875759,11.2474625,15.41009125,16.993425,20.12950375,23.245455,25.41254125,41.60065375,16.73831935
0.376868898,0.010339723,0.002335244,0.008581805,0.006748509,0.0033,1000,0,0,0.015,1.00E-05,0.01,0.001632419,0.059203483,3.453281641,12.9158733,0.00715249,0.007621254,0.007868509,0.008439934,0.009121513,0.009672204,0.017265252,T1.5D1d.66Case,4.68,1,1.51E-07,0.000451597,0.638314972,0.44,0.384534489,0.602421227,1.450715846,3.98E-06,0,0,1604.798728,-5,0.623131102,0.027573023,0.996,29.12607786,0.253920176,1.249465051,2.37276,3.795152,4.474784,5.997412,7.728822,8.971178,18.635888,4.582418716
0.347060472,0.006793335,0.001205106,0.00600895,0.004634131,0.00214,2000,0,0,0.0066,1.00E-05,0.25,0.001868294,0.032887276,4.925100327,27.12651845,0.004583963,0.004918805,0.005088784,0.005473286,0.005911367,0.006253274,0.011101654,stdR0.75D0.66R0.25dRatio0.65Case,3.33,1,4.11E-08,0.000123155,0.630029286,0.648484848,0.356135431,0.565268058,0.971540488,5.14E-05,0,0,3063.070796,-5,0.652939528,0.056809022,2.2,135.8724183,0.763722805,3.716720213,4.425640426,9.269391489,11.46669149,15.77173617,19.92973617,22.61928936,41.42920851,10.54559791
0.547717562,0.005352062,0.002037318,0.010647855,0.008185806,0.0025,1000,0,0,0.005,1.00E-05,0.01,0.001093351,0.01908568,6.536281109,48.29724939,0.00535138,0.005720829,0.005932571,0.006397475,0.00693563,0.007357893,0.012624611,R1D0.5d.5Case,4.29,1,6.54E-08,0.000196349,0.934219372,1,0.234789073,0.251321135,0.934219372,4.23E-06,0,0,2211.007804,-5,0.452282438,0.057286458,0.1,9.04417537,0.81255223,5.490706205,29.5332125,66.54018125,80.0608625,104.8824438,128.7147688,144.769375,242.856525,1.329432618
0.468361481,0.006939551,0.002419617,0.00904045,0.007314647,0.00214,2000,0,0,0.0066,1.00E-05,0.25,0.001373431,0.034003332,4.945088863,27.53779691,0.004587915,0.00492801,0.005095528,0.005476618,0.005918709,0.006264147,0.011376037,stdR1.25D0.66R0.25dRatio0.65Case,3.29,1,4.11E-08,0.000123155,0.6167546,0.648484848,0.23671388,0.383805618,0.951070177,4.10E-05,0,0,3761.954652,-5,0.531638519,0.040391071,5,446.5549624,0.941583466,5.520616996,0.950785714,1.72562,2.614931429,9.423434286,17.34213143,22.02159429,49.26324286,0.952741168
0.480619258,0.005150024,0.001307695,0.007843345,0.006434775,0.0015,5000,10000,0,0.005,1.00E-05,0.15,0.002112377,0.047507424,3.895471573,16.08512167,0.003220666,0.003458729,0.003575864,0.003840867,0.004158498,0.004415783,0.008556718,aaE10000C5000D0.5dRatio0.6Case,2.25,1,1.41E-08,4.24E-05,0.582521557,0.6,0.191244934,0.328305334,0.970869262,9.08E-06,170.0680272,0,9626.849045,-5,0.519380742,0.044464145,1.505,63.91166488,1.074237745,2.962032381,0.454165421,0.637241121,0.734861682,0.990518692,1.356401869,1.700268224,7.834637383,0.009971029
0.576619878,0.003246442,0.001285576,0.007856183,0.006333405,0.00096,9500,0,0,0.0031,1.00E-08,0.3,0.001638254,0.047597975,3.932139397,16.03975906,0.002049844,0.002210049,0.002286346,0.002458158,0.002667469,0.002839753,0.005960759,nu1e-8C9500U0.3dRatio0.62Case,2.11,1,3.71E-09,1.11E-05,0.591416696,0.619354839,0.122196746,0.206617005,0.95489154,7.91E-06,0,0,22438.46488,-8,0.423380122,0.034418565,0.399,4.82477945,0.277827591,0.654198214,0.142940571,0.292875714,0.379828857,0.577938,0.806516857,0.972074,3.009731714,0.033818916
0.480619258,0.005150024,0.001307695,0.007843345,0.006434775,0.0015,5000,100000,0,0.005,1.00E-05,0.15,0.001929769,0.048009876,3.815691948,15.54843408,0.00322589,0.003461945,0.003578205,0.003844417,0.004165855,0.004426352,0.008505188,aaE100000C5000D0.5dRatio0.6Case,2.28,1,1.41E-08,4.24E-05,0.582521557,0.6,0.191244934,0.328305334,0.970869262,9.08E-06,1700.680272,0,9626.849045,-5,0.519380742,0.040195251,6,542.2562197,0.670460954,5.581248057,0.81906,1.2679275,1.6003175,3.4501875,8.358435,11.905565,32.829865,0.042391206
0.477826569,0.006913417,0.001884772,0.010009957,0.007777905,0.00214,2000,0,0,0.0066,1.00E-05,0.25,0.001936673,0.038534164,4.381203175,20.49359218,0.0045949,0.004929672,0.005099927,0.005485264,0.005942702,0.006289128,0.011363243,stdR1.25D0.66R0.5dRatio0.65Case,3.06,1,4.11E-08,0.000123155,0.619086047,0.648484848,0.213787132,0.345327008,0.954665399,4.04E-05,0,0,3830.145084,-5,0.522173431,0.050258597,0.067,3.8224707,0.323447532,2.325046089,0.417527419,0.853156452,1.151740323,2.112014516,3.536179032,4.629806452,12.76948226,0.949320696
